timestamp,latitude,longitude,bearing,Vehicle ID
2023-06-19 13:05:06.097,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:06.363,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:06.618,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:06.873,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:07.142,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:07.406,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:07.675,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:07.928,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:08.197,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:08.455,39.7383720148355,-8.80266289226711,0,1
2023-06-19 13:05:08.706,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:08.958,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:09.209,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:09.476,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:09.733,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:09.995,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:10.253,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:10.514,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:10.777,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:11.037,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:11.292,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:11.547,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:11.814,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:12.068,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:12.328,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:12.600,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:12.857,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:13.113,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:13.376,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:13.634,39.7383720148355,-8.80266289226711,0,2
2023-06-19 13:05:13.894,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:14.149,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:14.418,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:14.676,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:14.943,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:15.200,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:15.466,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:15.726,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:15.981,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:16.238,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:16.508,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:16.767,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:17.031,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:17.287,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:17.549,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:17.813,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:18.070,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:18.349,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:18.607,39.7383720148355,-8.80266289226711,0,3
2023-06-19 13:05:18.864,39.7383720148355,-8.80266289226711,0,3
