timestamp,latitude,longitude
51:27.2,39.73960876,-8.808989525
51:27.2,39.73960876,-8.808989525
51:27.2,39.73960876,-8.808989525
51:27.2,39.73960876,-8.808989525
51:27.3,39.73960876,-8.808989525
51:27.3,39.73960876,-8.808989525
51:27.3,39.73960876,-8.808989525
51:27.3,39.73960876,-8.808989525
51:27.3,39.73960876,-8.808989525
51:27.3,39.73960876,-8.808989525
51:27.3,39.73960876,-8.808989525
51:27.4,39.73960876,-8.808989525
51:27.4,39.73960876,-8.808989525
51:27.4,39.73960876,-8.808989525
51:27.4,39.73960876,-8.808989525
51:27.4,39.73960876,-8.808989525
51:27.4,39.73960876,-8.808989525
51:27.5,39.73960876,-8.808989525
51:27.5,39.73960876,-8.808989525
51:27.5,39.73960876,-8.808989525
51:27.5,39.73960876,-8.808989525
51:27.5,39.73960876,-8.808989525
51:27.5,39.73960876,-8.808989525
51:27.6,39.73960876,-8.808989525
51:27.6,39.73960876,-8.808989525
51:27.6,39.73960876,-8.808989525
51:27.6,39.73960876,-8.808989525
51:27.6,39.73960876,-8.808989525
51:27.6,39.73960876,-8.808989525
51:27.7,39.73960876,-8.808989525
51:27.7,39.73960876,-8.808989525
51:27.7,39.73960876,-8.808989525
51:27.7,39.73960876,-8.808989525
51:27.7,39.73960876,-8.808989525
51:27.8,39.73960876,-8.808989525
51:27.8,39.73960876,-8.808989525
51:27.8,39.73960876,-8.808989525
51:27.8,39.73960876,-8.808989525
51:27.8,39.73960876,-8.808989525
51:27.8,39.73960876,-8.808989525
51:27.9,39.73960876,-8.808989525
51:27.9,39.73960876,-8.808989525
51:27.9,39.73960876,-8.808989525
51:27.9,39.73960876,-8.808989525
51:27.9,39.73960876,-8.808989525
51:27.9,39.73960876,-8.808989525
51:28.0,39.73960876,-8.808989525
51:28.0,39.73960876,-8.808989525
51:28.0,39.73960876,-8.808989525
51:28.0,39.73960876,-8.808989525
51:28.1,39.73960876,-8.808989525
51:28.1,39.73960876,-8.808989525
51:28.1,39.73960876,-8.808989525
51:28.1,39.73960876,-8.808989525
51:28.1,39.73960876,-8.808989525
51:28.1,39.73960876,-8.808989525
51:28.1,39.73960876,-8.808989525
51:28.1,39.73960876,-8.808989525
51:28.2,39.73960876,-8.808989525
51:28.2,39.73960876,-8.808989525
51:28.2,39.73960876,-8.808989525
51:28.2,39.73960876,-8.808989525
51:28.2,39.73960876,-8.808989525
51:28.2,39.73960876,-8.808989525
51:28.3,39.73960876,-8.808989525
51:28.3,39.73960876,-8.808989525
51:28.3,39.73960876,-8.808989525
51:28.3,39.73960876,-8.808989525
51:28.3,39.73960876,-8.808989525
51:28.3,39.73960876,-8.808989525
51:28.4,39.73960876,-8.808989525
51:28.4,39.73960876,-8.808989525
51:28.4,39.73960876,-8.808989525
51:28.4,39.73960876,-8.808989525
51:28.4,39.73960876,-8.808989525
51:28.4,39.73960876,-8.808989525
51:28.4,39.73960876,-8.808989525
51:28.5,39.73960876,-8.808989525
51:28.5,39.73960876,-8.808989525
51:28.5,39.73960876,-8.808989525
51:28.5,39.73960876,-8.808989525
51:28.5,39.73960876,-8.808989525
51:28.5,39.73960876,-8.808989525
51:28.6,39.73960876,-8.808989525
51:28.6,39.73960876,-8.808989525
51:28.6,39.73960876,-8.808989525
51:28.6,39.73960876,-8.808989525
51:28.6,39.73960876,-8.808989525
51:28.6,39.73960876,-8.808989525
51:28.7,39.73960876,-8.808989525
51:28.7,39.73960876,-8.808989525
51:28.7,39.73960876,-8.808989525
51:28.7,39.73960876,-8.808989525
51:28.7,39.73960876,-8.808989525
51:28.7,39.73960876,-8.808989525
51:28.8,39.73960876,-8.808989525
51:28.8,39.73960876,-8.808989525
51:28.8,39.73960876,-8.808989525
51:28.8,39.73960876,-8.808989525
51:28.8,39.73960876,-8.808989525
51:28.8,39.73960876,-8.808989525
51:28.9,39.73960876,-8.808989525
51:28.9,39.73960876,-8.808989525
51:28.9,39.73960876,-8.808989525
51:28.9,39.73960876,-8.808989525
51:28.9,39.73960876,-8.808989525
51:29.0,39.73960876,-8.808989525
51:29.0,39.73960876,-8.808989525
51:29.0,39.73960876,-8.808989525
51:29.0,39.73960876,-8.808989525
51:29.0,39.73960876,-8.808989525
51:29.1,39.73960876,-8.808982849
51:29.1,39.73960876,-8.808989525
51:29.1,39.73960876,-8.808982849
51:29.1,39.73960876,-8.808982849
51:29.1,39.73960876,-8.808982849
51:29.2,39.73960876,-8.808982849
51:29.2,39.73960876,-8.808982849
51:29.2,39.73960876,-8.808982849
51:29.2,39.73960876,-8.808982849
51:29.2,39.73960876,-8.808982849
51:29.2,39.73960876,-8.808982849
51:29.3,39.73960876,-8.808982849
51:29.3,39.73960876,-8.808982849
51:29.3,39.73960876,-8.808982849
51:29.3,39.73960876,-8.808982849
51:29.3,39.73960876,-8.808982849
51:29.3,39.73960876,-8.808982849
51:29.3,39.73960876,-8.808982849
51:29.4,39.73960876,-8.808982849
51:29.4,39.73960876,-8.808982849
51:29.4,39.73960876,-8.808982849
51:29.4,39.73960876,-8.808982849
51:29.4,39.73960876,-8.808982849
51:29.4,39.73960876,-8.808982849
51:29.4,39.73960876,-8.808982849
51:29.5,39.73960876,-8.808982849
51:29.5,39.73960876,-8.808982849
51:29.5,39.73960876,-8.808982849
51:29.5,39.73960876,-8.808982849
51:29.5,39.73960876,-8.808982849
51:29.5,39.73960876,-8.808982849
51:29.6,39.73960876,-8.808982849
51:29.6,39.73960876,-8.808982849
51:29.6,39.73960876,-8.808982849
51:29.6,39.73960876,-8.808982849
51:29.6,39.73960876,-8.808982849
51:29.6,39.73960876,-8.808982849
51:29.7,39.73960876,-8.808982849
51:29.7,39.73960876,-8.808982849
51:29.7,39.73960876,-8.808982849
51:29.7,39.73960876,-8.808982849
51:29.7,39.73960876,-8.808982849
51:29.7,39.73960876,-8.808982849
